name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes,activity_zone_id,production,attraction,activity_location_tab
,996,,,,0.0,,poi,0.0,-122.42011209662908,37.766461864519435,,348.0,,20,3.87446954848,3.87446954848,poi
,997,,,,0.0,,poi,0.0,-122.42800711268707,37.764267590505625,,349.0,,23,17.2856345444352,0.8473350266880002,poi
,998,,,,0.0,,poi,0.0,-122.4282399963713,37.763765798386025,,350.0,,23,17.2856345444352,0.8473350266880002,poi
,999,,,,0.0,,poi,0.0,-122.42696835921231,37.764367537795394,,351.0,,18,1.6252428312960001,1.6252428312960001,poi
,1000,,,,0.0,,poi,0.0,-122.4283830738312,37.763981145674435,,352.0,,23,2.7294585796799997,2.7294585796799997,poi
,1001,,,,0.0,,poi,0.0,-122.42778656720043,37.764365723520065,,353.0,,18,6.029565869216,6.029565869216,poi
,1002,,,,0.0,,poi,0.0,-122.42839765,37.7641588,,354.0,,23,6.186772780607999,6.186772780607999,poi
,1003,,,,0.0,,poi,0.0,-122.42838693285073,37.7643530049476,,355.0,,18,4.385701472928,4.385701472928,poi
,1004,,,,0.0,,poi,0.0,-122.43190590864643,37.76405001011226,,356.0,,22,74.87806630656,0.9176233615999999,poi
,1005,,,,0.0,,poi,0.0,-122.4291318533143,37.76651719732072,,357.0,,18,2.051116946272,2.051116946272,poi
,1006,,,,0.0,,poi,0.0,-122.42910753291636,37.766651043200696,,358.0,,18,4.66050410544,4.66050410544,poi
,1007,,,,0.0,,poi,0.0,-122.4205677046535,37.773734545186635,,359.0,,5,6.49252165552,6.49252165552,poi
,1008,,,,0.0,,poi,0.0,-122.42684647244673,37.77562500721037,,360.0,,3,1.543598570912,1.543598570912,poi
,1009,,,,0.0,,poi,0.0,-122.42678304536705,37.775809303956436,,361.0,,3,1.548549969696,1.548549969696,poi
,1010,,,,0.0,,poi,0.0,-122.42665611683637,37.77563695612263,,362.0,,3,1.5918747090559997,1.5918747090559997,poi
,1011,,,,0.0,,poi,0.0,-122.42693328507369,37.775589417383706,,363.0,,3,1.4383813467520001,1.4383813467520001,poi
,1012,,,,0.0,,poi,0.0,-122.42696909193191,37.77578575947451,,364.0,,3,1.5522635187840002,1.5522635187840002,poi
,1013,,,,0.0,,poi,0.0,-122.42636861974027,37.77564833755064,,365.0,,3,1.526268675168,1.526268675168,poi
,1014,,,,0.0,,poi,0.0,-122.42757998304307,37.775718530372565,,366.0,,3,2.739361377248,2.739361377248,poi
,1015,,,,0.0,,poi,0.0,-122.42674958171312,37.77562895873317,,367.0,,3,1.659956442336,1.659956442336,poi
,1016,,,,0.0,,poi,0.0,-122.42656278764194,37.775642874246394,,368.0,,3,1.7168975283519996,1.7168975283519996,poi
,1017,,,,0.0,,poi,0.0,-122.42716282749286,37.77577450803658,,369.0,,3,1.0001825543679999,1.0001825543679999,poi
,1018,,,,0.0,,poi,0.0,-122.42752306500465,37.77549846399109,,370.0,,3,2.8123945093119995,2.8123945093119995,poi
,1019,,,,0.0,,poi,0.0,-122.42755884682929,37.77560687449774,,371.0,,3,2.2466971982399997,2.2466971982399997,poi
,1020,,,,0.0,,poi,0.0,-122.42738956100493,37.775540774150855,,372.0,,3,1.2477524935679998,1.2477524935679998,poi
,1021,,,,0.0,,poi,0.0,-122.42629441967328,37.77576865668081,,373.0,,3,3.8942751436160004,3.8942751436160004,poi
,1022,,,,0.0,,poi,0.0,-122.4265933245812,37.77582876096924,,374.0,,3,1.5138901782079996,1.5138901782079996,poi
,1023,,,,0.0,,poi,0.0,-122.4264080321197,37.77585753362607,,375.0,,3,1.451997693408,1.451997693408,poi
,1024,,,,0.0,,poi,0.0,-122.42706533345378,37.77578258309666,,376.0,,3,1.0336044961599997,1.0336044961599997,poi
,1025,,,,0.0,,poi,0.0,-122.42713144764863,37.7755992023093,,377.0,,3,2.025122102656,2.025122102656,poi
,1026,,,,0.0,,poi,0.0,-122.42728570191035,37.77565263449573,,378.0,,3,7.4159575287360004,7.4159575287360004,poi
,1027,,,,0.0,,poi,0.0,-122.42647027017941,37.775684360328604,,379.0,,3,2.384098514496,2.384098514496,poi
,1028,,,,0.0,,poi,0.0,-122.42876268372086,37.77579899989778,,380.0,,3,9.493069318623998,9.493069318623998,poi
,1029,,,,0.0,,poi,0.0,-122.42873102741663,37.77462500946679,,381.0,,3,1.2725094874879999,1.2725094874879999,poi
,1030,,,,0.0,,poi,0.0,-122.42835436131507,37.77468577162816,,382.0,,3,0.8664947872000001,0.8664947872000001,poi
,1031,,,,0.0,,poi,0.0,-122.42869944493395,37.77445427772486,,383.0,,3,2.8718112947199996,2.8718112947199996,poi
,1032,,,,0.0,,poi,0.0,-122.42854537042831,37.774645136544656,,384.0,,3,1.32449917472,1.32449917472,poi
,1033,,,,0.0,,poi,0.0,-122.42863897895398,37.77463496265258,,385.0,,3,1.2106170026879999,1.2106170026879999,poi
,1034,,,,0.0,,poi,0.0,-122.42849737848431,37.774476217686704,,386.0,,3,1.9892244614719998,1.9892244614719998,poi
,1035,,,,0.0,,poi,0.0,-122.42822477823401,37.77450576601143,,387.0,,3,2.2008967594880002,2.2008967594880002,poi
,1036,,,,0.0,,poi,0.0,-122.428796720884,37.774443728219744,,388.0,,3,1.6092046048,1.6092046048,poi
,1037,,,,0.0,,poi,0.0,-122.4281288717895,37.77451613417532,,389.0,,3,2.218226655232,2.218226655232,poi
,1038,,,,0.0,,poi,0.0,-122.42831959636835,37.774495478266786,,390.0,,3,2.1848047134399997,2.1848047134399997,poi
,1039,,,,0.0,,poi,0.0,-122.4280756,37.77472374999999,,391.0,,3,0.8033644527039999,0.8033644527039999,poi
,1040,,,,0.0,,poi,0.0,-122.4285889,37.77446625,,392.0,,3,2.224415903712,2.224415903712,poi
,1041,,,,0.0,,poi,0.0,-122.42902795,37.77439255,,393.0,,3,3.265447498048,3.265447498048,poi
,1042,,,,0.0,,poi,0.0,-122.42841047484758,37.77448560409023,,394.0,,3,2.0152193050880003,2.0152193050880003,poi
,1043,,,,0.0,,poi,0.0,-122.42906992711022,37.77458140496136,,395.0,,3,2.3915256126719995,2.3915256126719995,poi
,1044,,,,0.0,,poi,0.0,-122.42784797162622,37.77475079770915,,396.0,,3,1.96199176816,1.96199176816,poi
,1045,,,,0.0,,poi,0.0,-122.4284488981694,37.77465556333134,,397.0,,3,1.2873636838399998,1.2873636838399998,poi
,1046,,,,0.0,,poi,0.0,-122.42803404531617,37.774526451022076,,398.0,,3,2.1649991183040003,2.1649991183040003,poi
,1047,,,,0.0,,poi,0.0,-122.42881974911863,37.774615375689656,,399.0,,3,1.125205373664,1.125205373664,poi
,1048,,,,0.0,,poi,0.0,-122.42888722533763,37.774457606881036,,400.0,,3,2.973314969792,2.973314969792,poi
,1049,,,,0.0,,poi,0.0,-122.4278342349917,37.77455728439828,,401.0,,3,6.487570256735999,6.487570256735999,poi
,1050,,,,0.0,,poi,0.0,-122.42880941721302,37.77376807543041,,402.0,,3,41.24222408709121,2.021677651328,poi
,1051,,,,0.0,,poi,0.0,-122.42431252232336,37.774087196475776,,403.0,,4,1.4173379019199999,1.4173379019199999,poi
,1052,,,,0.0,,poi,0.0,-122.4246274268824,37.774177839661625,,404.0,,4,1.054647940992,1.054647940992,poi
,1053,,,,0.0,,poi,0.0,-122.42433252736248,37.77419840762745,,405.0,,4,2.9225631322559997,2.9225631322559997,poi
,1054,,,,0.0,,poi,0.0,-122.42432659455028,37.77399523934353,,406.0,,4,2.814870208704,2.814870208704,poi
,1055,,,,0.0,,poi,0.0,-122.42843446682316,37.77297344995913,,407.0,,8,8.907566412416,8.907566412416,poi
,1056,,,,0.0,,poi,0.0,-122.42877395,37.77309905,,408.0,,3,2.79754031296,2.79754031296,poi
,1057,,,,0.0,,poi,0.0,-122.42814341227137,37.773207936208074,,409.0,,3,12.73128412336,12.73128412336,poi
,1058,,,,0.0,,poi,0.0,-122.42818827012242,37.77277769093738,,410.0,,8,7.652386820672,7.652386820672,poi
,1059,,,,0.0,,poi,0.0,-122.42802417314094,37.772593813159936,,411.0,,8,11.637024992096,11.637024992096,poi
,1060,,,,0.0,,poi,0.0,-122.42868206275163,37.77271499104957,,412.0,,8,3.6058561644480003,3.6058561644480003,poi
,1061,,,,0.0,,poi,0.0,-122.42864719124559,37.77252559822491,,413.0,,8,4.706304544191999,4.706304544191999,poi
,1062,,,,0.0,,poi,0.0,-122.43036630579245,37.77294827021382,,414.0,,7,3.0723429454719997,3.0723429454719997,poi
,1063,,,,0.0,,poi,0.0,-122.43125212516416,37.77220287266591,,415.0,,7,3.745733180096,3.745733180096,poi
,1064,,,,0.0,,poi,0.0,-122.43137435,37.77246585,,416.0,,7,11.592462403039999,11.592462403039999,poi
,1065,,,,0.0,,poi,0.0,-122.43138197155004,37.77218943530092,,417.0,,7,2.6267170549119996,2.6267170549119996,poi
,1066,,,,0.0,,poi,0.0,-122.43169706594402,37.77555197344123,,418.0,,2,2.2714541921599998,2.2714541921599998,poi
,1067,,,,0.0,,poi,0.0,-122.43317575053976,37.77538411628691,,419.0,,2,1.65252934416,1.65252934416,poi
,1068,,,,0.0,,poi,0.0,-122.43354842971917,37.7753237606128,,420.0,,2,1.9805595136,1.9805595136,poi
,1069,,,,0.0,,poi,0.0,-122.4333563803105,37.77532994107445,,421.0,,2,2.09815523472,2.09815523472,poi
,1070,,,,0.0,,poi,0.0,-122.43308758158695,37.77516971274956,,422.0,,2,2.287546238208,2.287546238208,poi
,1071,,,,0.0,,poi,0.0,-122.43303018433487,37.77541791733324,,423.0,,2,5.513382545983999,5.513382545983999,poi
,1072,,,,0.0,,poi,0.0,-122.43404215425676,37.775065402015045,,424.0,,2,16.422551916832,16.422551916832,poi
,1073,,,,0.0,,poi,0.0,-122.43304535915121,37.774850231496096,,425.0,,2,4.713731642368,4.713731642368,poi
,1074,,,,0.0,,poi,0.0,-122.43345097254841,37.775372009044325,,426.0,,2,2.099393084416,2.099393084416,poi
,1075,,,,0.0,,poi,0.0,-122.43345097453616,37.77483855605527,,427.0,,2,2.1649991183040003,2.1649991183040003,poi
,1076,,,,0.0,,poi,0.0,-122.43302670590849,37.77510851264458,,428.0,,2,1.167292263328,1.167292263328,poi
,1077,,,,0.0,,poi,0.0,-122.43326339865692,37.77538386438527,,429.0,,2,1.7626979671040002,1.7626979671040002,poi
,1078,,,,0.0,,poi,0.0,-122.43310126448691,37.77524482746485,,430.0,,2,2.157572020128,2.157572020128,poi
,1079,,,,0.0,,poi,0.0,-122.43009775,37.76698695,,431.0,,17,0.19321219168,13.215713910912,poi
,1080,,,,0.0,,poi,0.0,-122.42976155,37.767258399999996,,432.0,,13,0.44207380012800007,2.1219542406144,poi
,1081,,,,0.0,,poi,0.0,-122.43022289317136,37.766904662469756,,433.0,,17,0.17028506252800002,0.8173683001344,poi
,1082,,,,0.0,,poi,0.0,-122.43088357986237,37.766840343354495,,434.0,,17,3.157754574496,3.157754574496,poi
,1083,,,,0.0,,poi,0.0,-122.4296213829037,37.76738519975577,,435.0,,13,31.675368162675202,0.261132466304,poi
,1084,,,,0.0,,poi,0.0,-122.42993520347495,37.767152811330426,,436.0,,18,0.27404915878400005,0.27404915878400005,poi
,1085,,,,0.0,,poi,0.0,-122.42986394247059,37.767193657567674,,437.0,,18,0.222920584384,1.0700188050432,poi
,1086,,,,0.0,,poi,0.0,-122.43026179915724,37.76701926805897,,438.0,,17,0.366726427328,1.7602868511744,poi
,1087,,,,0.0,,poi,0.0,-122.42968714165964,37.76734121060521,,439.0,,13,0.21054208742400002,0.21054208742400002,poi
,1088,,,,0.0,,poi,0.0,-122.43298587635991,37.76576441374291,,440.0,,17,0.17114617536000004,0.821501641728,poi
,1089,,,,0.0,,poi,0.0,-122.4324658147645,37.76573470777613,,441.0,,17,0.14994127187200001,0.7197181049856,poi
,1090,,,,0.0,,poi,0.0,-122.43255120522088,37.765715976296896,,442.0,,17,0.160059347648,0.160059347648,poi
,1091,,,,0.0,,poi,0.0,-122.43264070646363,37.76569697270463,,443.0,,17,0.09256962944000001,0.09256962944000001,poi
,1092,,,,0.0,,poi,0.0,-122.43273832053889,37.76569144562292,,444.0,,17,0.114528006656,0.114528006656,poi
,1093,,,,0.0,,poi,0.0,-122.43281379106968,37.76573472945254,,445.0,,17,0.13347248896000002,0.640667947008,poi
,1094,,,,0.0,,poi,0.0,-122.43299923993686,37.76569592402821,,446.0,,17,1.52255512608,1.52255512608,poi
,1095,,,,0.0,,poi,0.0,-122.43228215024557,37.76532400022502,,447.0,,17,3.232025556256,3.232025556256,poi
,1096,,,,0.0,,poi,0.0,-122.43246285,37.76552815,,448.0,,17,0.6015949522559999,0.6015949522559999,poi
,1097,,,,0.0,,poi,0.0,-122.43297615157336,37.76512735286792,,449.0,,17,1.99912725904,1.99912725904,poi
,1098,,,,0.0,,poi,0.0,-122.4329692143225,37.765353321389526,,450.0,,17,1.9917001608640001,1.9917001608640001,poi
,1099,,,,0.0,,poi,0.0,-122.43244587429304,37.76513895469599,,451.0,,17,3.59595336688,3.59595336688,poi
,1100,,,,0.0,,poi,0.0,-122.43253312716871,37.7650694272896,,452.0,,17,3.5291094832959997,3.5291094832959997,poi
,1101,,,,0.0,,poi,0.0,-122.43259699735235,37.76499980818793,,453.0,,17,2.3358223763519996,2.3358223763519996,poi
,1102,,,,0.0,,poi,0.0,-122.43300197209065,37.765625739633755,,454.0,,17,1.7391788228799998,1.7391788228799998,poi
,1103,,,,0.0,,poi,0.0,-122.43239823029008,37.76522026426515,,455.0,,17,3.04511025216,3.04511025216,poi
,1104,,,,0.0,,poi,0.0,-122.4329540129687,37.765216112049615,,456.0,,17,2.002840808128,2.002840808128,poi
,1105,,,,0.0,,poi,0.0,-122.43296437583632,37.76552439249677,,457.0,,17,4.577568175808,4.577568175808,poi
,1106,,,,0.0,,poi,0.0,-122.43295308929972,37.76528725106533,,458.0,,17,2.0436898480959997,2.0436898480959997,poi
,1107,,,,0.0,,poi,0.0,-122.43295709211313,37.765422778341105,,459.0,,17,2.20956170736,2.20956170736,poi
,1108,,,,0.0,,poi,0.0,-122.43236688607672,37.765292784769905,,460.0,,17,3.5860505693119995,3.5860505693119995,poi
,1109,,,,0.0,,poi,0.0,-122.43226036638977,37.765721634238936,,461.0,,17,2.032549200832,2.032549200832,poi
,1110,,,,0.0,,poi,0.0,-122.42191211163271,37.77541395226165,,462.0,,4,55.59202359774719,2.725099195968,poi
,1111,,,,0.0,,poi,0.0,-122.42257172977106,37.775623907286565,,463.0,,4,1.668621390208,1.668621390208,poi
,1112,,,,0.0,,poi,0.0,-122.42261054801467,37.775800182737015,,464.0,,4,2.256599995808,2.256599995808,poi
,1113,,,,0.0,,poi,0.0,-122.42165342883392,37.775836051472176,,465.0,,4,0.340893042368,0.340893042368,poi
,1114,,,,0.0,,poi,0.0,-122.42122529550707,37.7749604228824,,466.0,,5,0.565966408832,0.565966408832,poi
,1115,,,,0.0,,poi,0.0,-122.42161284532591,37.77445535031127,,467.0,,5,7.553358844992001,7.553358844992001,poi
,1116,,,,0.0,,poi,0.0,-122.42231970626621,37.774369761231725,,468.0,,4,4.164126377343999,4.164126377343999,poi
,1117,,,,0.0,,poi,0.0,-122.42205487235591,37.774499438941376,,469.0,,4,1.792406359808,1.792406359808,poi
,1118,,,,0.0,,poi,0.0,-122.4217369363305,37.77435937861408,,470.0,,4,2.1835668637439998,2.1835668637439998,poi
,1119,,,,0.0,,poi,0.0,-122.4210646912303,37.77461805647071,,471.0,,5,4.30771694208,4.30771694208,poi
,1120,,,,0.0,,poi,0.0,-122.42201847382499,37.774313869474675,,472.0,,4,1.8134498046399998,1.8134498046399998,poi
,1121,,,,0.0,,poi,0.0,-122.4221765619288,37.7743871448379,,473.0,,4,7.521174752895999,7.521174752895999,poi
,1122,,,,0.0,,poi,0.0,-122.42189485888537,37.77442337968718,,474.0,,4,13.6646981415168,0.669838144192,poi
,1123,,,,0.0,,poi,0.0,-122.42245999041224,37.77295963516472,,475.0,,9,3.87446954848,3.87446954848,poi
,1124,,,,0.0,,poi,0.0,-122.42318135,37.77364465,,476.0,,4,1.9483754215040001,1.9483754215040001,poi
,1125,,,,0.0,,poi,0.0,-122.42327302235952,37.77339799503073,,477.0,,4,3.0797700436479998,3.0797700436479998,poi
,1126,,,,0.0,,poi,0.0,-122.42307517241079,37.77285809182565,,478.0,,9,4.797905421696,4.797905421696,poi
,1127,,,,0.0,,poi,0.0,-122.42161499755558,37.77360671745425,,479.0,,5,0.30203532582400006,23.558755414272,poi
,1128,,,,0.0,,poi,0.0,-122.42209134152009,37.77343378903896,,480.0,,4,7.9841305392,7.9841305392,poi
,1129,,,,0.0,,poi,0.0,-122.42327734999998,37.77363265,,481.0,,4,1.730513875008,1.730513875008,poi
,1130,,,,0.0,,poi,0.0,-122.42176244517134,37.773543795373605,,482.0,,4,2.280119140032,2.280119140032,poi
,1131,,,,0.0,,poi,0.0,-122.42251455,37.77335795000001,,483.0,,4,1.81963905312,1.81963905312,poi
,1132,,,,0.0,,poi,0.0,-122.42273387768455,37.77367785472712,,484.0,,4,1.38020241104,1.38020241104,poi
,1133,,,,0.0,,poi,0.0,-122.42323997767305,37.773233108282476,,485.0,,4,5.0009127718399995,5.0009127718399995,poi
,1134,,,,0.0,,poi,0.0,-122.42307698908115,37.77385641849745,,486.0,,4,2.010267906304,2.010267906304,poi
,1135,,,,0.0,,poi,0.0,-122.4232270039126,37.77283962157331,,487.0,,9,0.23250046464000002,1.116002230272,poi
,1136,,,,0.0,,poi,0.0,-122.42190254643202,37.773482069692726,,488.0,,4,6.261043762368,6.261043762368,poi
,1137,,,,0.0,,poi,0.0,-122.4234041,37.773787,,489.0,,4,1.7131839792639998,1.7131839792639998,poi
,1138,,,,0.0,,poi,0.0,-122.42255924956385,37.77346895270942,,490.0,,4,0.46586204211200005,2.2361378021375997,poi
,1139,,,,0.0,,poi,0.0,-122.42262081595536,37.77379878459941,,491.0,,4,0.41559458054400006,0.41559458054400006,poi
,1140,,,,0.0,,poi,0.0,-122.42321281253149,37.77380189903668,,492.0,,4,2.031311351136,2.031311351136,poi
,1141,,,,0.0,,poi,0.0,-122.42339984646593,37.773277451340654,,493.0,,4,3.9920652696,3.9920652696,poi
,1142,,,,0.0,,poi,0.0,-122.42304547121822,37.773699175165156,,494.0,,4,5.181638827455999,5.181638827455999,poi
,1143,,,,0.0,,poi,0.0,-122.42330879508934,37.773789903178205,,495.0,,4,1.810974105248,1.810974105248,poi
,1144,,,,0.0,,poi,0.0,-122.42252002406605,37.77327327401848,,496.0,,4,0.282552648,19.3266011232,poi
,1145,,,,0.0,,poi,0.0,-122.42348393687813,37.77369585633317,,497.0,,4,3.8707559993919993,3.8707559993919993,poi
,1146,,,,0.0,,poi,0.0,-122.42282440122129,37.77335172718651,,498.0,,4,1.042915278656,71.33540506007039,poi
,1147,,,,0.0,,poi,0.0,-122.42306249177814,37.773316711042206,,499.0,,4,7.5248883019839985,7.5248883019839985,poi
,1148,,,,0.0,,poi,0.0,-122.42278373405532,37.77287408517404,,500.0,,9,1.03656457152,4.975509943295999,poi
,1149,,,,0.0,,poi,0.0,-122.43468899959005,37.77501929405508,,501.0,,1,6.464051112512,6.464051112512,poi
,1150,,,,0.0,,poi,0.0,-122.43476073731712,37.77521942212504,,502.0,,1,6.5296571464,6.5296571464,poi
,1151,,,,0.0,,poi,0.0,-122.43571520526436,37.77448751056063,,503.0,,1,6.434342719807999,6.434342719807999,poi
,1152,,,,0.0,,poi,0.0,-122.4351053931305,37.775134649280375,,504.0,,1,2.035024900224,2.035024900224,poi
,1153,,,,0.0,,poi,0.0,-122.4358160981204,37.7747373371484,,505.0,,1,3.5897641183999998,3.5897641183999998,poi
,1154,,,,0.0,,poi,0.0,-122.43556636258249,37.77508571831586,,506.0,,1,2.207086007968,2.207086007968,poi
,1155,,,,0.0,,poi,0.0,-122.43532827736419,37.774540974965305,,507.0,,1,1.74536807136,1.74536807136,poi
,1156,,,,0.0,,poi,0.0,-122.43499981544451,37.77460086748589,,508.0,,1,2.448466698688,2.448466698688,poi
,1157,,,,0.0,,poi,0.0,-122.43463272025154,37.7747487631027,,509.0,,1,2.402666259936,2.402666259936,poi
,1158,,,,0.0,,poi,0.0,-122.43585499739163,37.77510900301691,,510.0,,1,1.0150367507199998,1.0150367507199998,poi
,1159,,,,0.0,,poi,0.0,-122.43457107579695,37.77459408067593,,511.0,,1,2.557397471936,2.557397471936,poi
,1160,,,,0.0,,poi,0.0,-122.43754230132635,37.77518218196122,,512.0,,1,4.438929009856,4.438929009856,poi
,1161,,,,0.0,,poi,0.0,-122.43566078139021,37.77507482283345,,513.0,,1,2.301162584864,2.301162584864,poi
,1162,,,,0.0,,poi,0.0,-122.43462223823877,37.774676654509406,,514.0,,1,2.2900219376,2.2900219376,poi
,1163,,,,0.0,,poi,0.0,-122.435948337128,37.775015734069,,515.0,,1,3.5798613208319994,3.5798613208319994,poi
,1164,,,,0.0,,poi,0.0,-122.43575396738396,37.77505796871418,,516.0,,1,2.142717823776,2.142717823776,poi
,1165,,,,0.0,,poi,0.0,-122.4354761082884,37.77509593575265,,517.0,,1,2.207086007968,2.207086007968,poi
,1166,,,,0.0,,poi,0.0,-122.4347570968166,37.77457397618871,,518.0,,1,1.41114865344,1.41114865344,poi
,1167,,,,0.0,,poi,0.0,-122.435777128295,37.77463042239538,,519.0,,1,3.516730986336,3.516730986336,poi
,1168,,,,0.0,,poi,0.0,-122.43583162474516,37.77483281426211,,520.0,,1,2.429898953248,2.429898953248,poi
,1169,,,,0.0,,poi,0.0,-122.43518911128365,37.77458403829166,,521.0,,1,5.315326594623999,5.315326594623999,poi
,1170,,,,0.0,,poi,0.0,-122.43524093235737,37.77508626614648,,522.0,,1,5.00710202032,5.00710202032,poi
,1171,,,,0.0,,poi,0.0,-122.43538469483393,37.77509645350655,,523.0,,1,2.1154851304639997,2.1154851304639997,poi
,1172,,,,0.0,,poi,0.0,-122.4349110982528,37.77462937278369,,524.0,,1,2.36429291936,2.36429291936,poi
,1173,,,,0.0,,poi,0.0,-122.43464409697462,37.774817670234405,,525.0,,1,2.4063798090239996,2.4063798090239996,poi
,1174,,,,0.0,,poi,0.0,-122.43465586318645,37.77489190087857,,526.0,,1,2.3791471157119997,2.3791471157119997,poi
,1175,,,,0.0,,poi,0.0,-122.43498184180098,37.763124941912274,,527.0,,21,0.6938416643840001,47.4587698438656,poi
,1176,,,,0.0,,poi,0.0,-122.43483973097021,37.763223211407535,,528.0,,21,0.19331983078400003,7.3654855528704,poi
,1177,,,,0.0,,poi,0.0,-122.43477368931087,37.76332395670684,,529.0,,21,0.345736802048,13.1725721580288,poi
,1178,,,,0.0,,poi,0.0,-122.43496686999077,37.763158878520045,,530.0,,21,0.49169542707200004,11.7515207070208,poi
,1179,,,,0.0,,poi,0.0,-122.4256403220817,37.769450937113795,,531.0,,14,0.8842552393600002,21.133700220704004,poi
,1180,,,,0.0,,poi,0.0,-122.42248292260284,37.767915034199326,,532.0,,14,10.29272022224,10.29272022224,poi
,1181,,,,0.0,,poi,0.0,-122.42505777006296,37.76918782635353,,533.0,,14,0.967998462272,0.967998462272,poi
,1182,,,,0.0,,poi,0.0,-122.41827046924084,37.765376054057725,,534.0,,20,1.2104017244800003,46.116305702688,poi
,1183,,,,0.0,,poi,0.0,-122.41806541100435,37.76561301165111,,535.0,,20,1.77012506528,1.77012506528,poi
,1184,,,,0.0,,poi,0.0,-122.41823386014231,37.765609652247335,,536.0,,20,1.430954248576,1.430954248576,poi
,1185,,,,0.0,,poi,0.0,-122.41846797872827,37.76578807533237,,537.0,,20,0.1264759472,7.80356594224,poi
,1186,,,,0.0,,poi,0.0,-122.41946263776865,37.765627867889854,,538.0,,20,14.186995365855998,14.186995365855998,poi
,1187,,,,0.0,,poi,0.0,-122.42043499341922,37.76533969147759,,539.0,,20,5.581464279264,5.581464279264,poi
,1188,,,,0.0,,poi,0.0,-122.42016216665225,37.76532062178783,,540.0,,20,8.348058349823999,8.348058349823999,poi
,1189,,,,0.0,,poi,0.0,-122.41909425,37.76597195,,541.0,,20,1.3319262728959997,1.3319262728959997,poi
,1190,,,,0.0,,poi,0.0,-122.41847690805399,37.76585717669167,,542.0,,20,1.5980639575359998,1.5980639575359998,poi
,1191,,,,0.0,,poi,0.0,-122.41833586678487,37.765868099326184,,543.0,,20,0.6164491486079999,0.6164491486079999,poi
,1192,,,,0.0,,poi,0.0,-122.41846670437486,37.76592864766154,,544.0,,20,1.7911685101119998,1.7911685101119998,poi
,1193,,,,0.0,,poi,0.0,-122.4200406231278,37.76631774690349,,545.0,,20,1.432192098272,1.432192098272,poi
,1194,,,,0.0,,poi,0.0,-122.42133548384692,37.7663608210953,,546.0,,20,0.7170917108480002,0.7170917108480002,poi
,1195,,,,0.0,,poi,0.0,-122.42173464572872,37.76631326937288,,547.0,,19,2.3853363641919993,2.3853363641919993,poi
,1196,,,,0.0,,poi,0.0,-122.43613681297505,37.77413251155382,,548.0,,1,1.768887215584,1.768887215584,poi
,1197,,,,0.0,,poi,0.0,-122.43612140315544,37.774051743813736,,549.0,,1,1.5918747090559997,1.5918747090559997,poi
,1198,,,,0.0,,poi,0.0,-122.4361051394003,37.77397370954673,,550.0,,1,1.7961199088959998,1.7961199088959998,poi
,1199,,,,0.0,,poi,0.0,-122.43605087750835,37.77355658633058,,551.0,,1,1.9273319766719996,1.9273319766719996,poi
,1200,,,,0.0,,poi,0.0,-122.4360524851591,37.773459356443794,,552.0,,1,3.821242011552,3.821242011552,poi
,1201,,,,0.0,,poi,0.0,-122.43713210820616,37.773409063639434,,553.0,,1,0.42614321273600003,0.42614321273600003,poi
,1202,,,,0.0,,poi,0.0,-122.43459020955106,37.762708009296716,,554.0,,21,0.7029909882240001,0.7029909882240001,poi
,1203,,,,0.0,,poi,0.0,-122.4344837,37.7627473,,555.0,,21,0.136271105664,5.191929125798399,poi
,1204,,,,0.0,,poi,0.0,-122.43652839458382,37.77343495529178,,556.0,,1,1.607966755104,1.607966755104,poi
,1205,,,,0.0,,poi,0.0,-122.43644400316893,37.77346820592099,,557.0,,1,2.127863627424,2.127863627424,poi
,1206,,,,0.0,,poi,0.0,-122.43724886298529,37.773689579664435,,558.0,,1,0.343045824448,0.343045824448,poi
,1207,,,,0.0,,poi,0.0,-122.43710566757788,37.77380616852479,,559.0,,1,0.17017742342400002,11.640135762201599,poi
,1208,,,,0.0,,poi,0.0,-122.43690248901899,37.773978897820285,,560.0,,1,1.6240588011519999,1.6240588011519999,poi
,1209,,,,0.0,,poi,0.0,-122.43673321832598,37.77400032332074,,561.0,,1,1.6092046048,1.6092046048,poi
,1210,,,,0.0,,poi,0.0,-122.43664527407705,37.77401120801932,,562.0,,1,1.6426265465919998,1.6426265465919998,poi
,1211,,,,0.0,,poi,0.0,-122.43654168219614,37.77396920399374,,563.0,,1,3.254306850784,3.254306850784,poi
,1212,,,,0.0,,poi,0.0,-122.43645528399813,37.77401685963967,,564.0,,1,2.1241500783359997,2.1241500783359997,poi
,1213,,,,0.0,,poi,0.0,-122.43637445081572,37.77403831571349,,565.0,,1,2.0176950044799997,2.0176950044799997,poi
,1214,,,,0.0,,poi,0.0,-122.43628922413136,37.774049693269376,,566.0,,1,2.027597802048,2.027597802048,poi
,1215,,,,0.0,,poi,0.0,-122.43782162042379,37.77331973714927,,567.0,,1,137.8518289618816,1.136453660032,poi
,1216,,,,0.0,,poi,0.0,-122.43817134122816,37.77372391798514,,568.0,,1,7.710565756384,7.710565756384,poi
,1217,,,,0.0,,poi,0.0,-122.42194971572823,37.7758289892288,,569.0,,4,3.3607619246399993,3.3607619246399993,poi
