name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes,activity_zone_id,production,attraction,activity_location_tab
,54,65299267.0,,,0.0,,tertiary,0.0,-122.43009099999999,37.7676665,,,,,0.0,0.0,
,55,65299791.0,,,0.0,,secondary,0.0,-122.420581,37.764996000000004,,,,,0.0,0.0,
,56,65299793.0,,,0.0,,tertiary,0.0,-122.42043819999999,37.7633833,,,,,0.0,0.0,
,57,65303091.0,,,0.0,,residential,0.0,-122.4324838,37.769266200000004,,,,12,10.0,10.0,residential
,58,65303096.0,,,0.0,,tertiary,0.0,-122.432299,37.767528000000006,,,,,0.0,0.0,
,59,65304059.0,,,0.0,,secondary,0.0,-122.43736409999998,37.7623635,,,,,0.0,0.0,
,60,65304062.0,traffic_signals,,1.0,,residential,0.0,-122.43732279999999,37.7619314,26.0,,,21,10.0,10.0,residential
,61,65304896.0,,,0.0,,secondary,0.0,-122.42088079999999,37.7747716,,,,,0.0,0.0,
,62,65304898.0,,,0.0,,residential,0.0,-122.4225256,37.774561799999994,,,,4,10.0,10.0,residential
,63,65304901.0,,,0.0,,residential,0.0,-122.42421370000001,37.7743464,,,,4,10.0,10.0,residential
,64,65304903.0,,,0.0,,residential,0.0,-122.42581709999999,37.774141799999995,,,,3,10.0,10.0,residential
,65,65304906.0,,,0.0,,residential,0.0,-122.4284065,37.7738114,,,,3,10.0,10.0,residential
,66,65306288.0,,,0.0,,secondary,0.0,-122.4210692,37.775696200000006,,,,,0.0,0.0,
,67,65306336.0,,,0.0,,secondary,0.0,-122.4292884,37.774655100000004,,,,,0.0,0.0,
,68,65306347.0,,,0.0,,residential,0.0,-122.42576869999999,37.7670802,,,,19,10.0,10.0,residential
,69,65306982.0,,,0.0,,tertiary,0.0,-122.42108490000001,37.771678200000004,,,,,0.0,0.0,
,70,65306985.0,,,0.0,,residential,0.0,-122.421031,37.771008,,,,10,10.0,10.0,residential
,71,65307093.0,,,0.0,,residential,0.0,-122.422775,37.764039000000004,,,,24,10.0,10.0,residential
,72,65307098.0,,,0.0,,residential,0.0,-122.42398359999999,37.7639726,,,,24,10.0,10.0,residential
,73,65307645.0,,,0.0,,tertiary,0.0,-122.42225800000001,37.768754,,,,,0.0,0.0,
,74,65307650.0,,,0.0,,secondary,0.0,-122.4244299,37.7686271,,,,,0.0,0.0,
,75,65307880.0,,,0.0,,residential,0.0,-122.4284491,37.762071,,,,23,10.0,10.0,residential
,76,65307883.0,,,0.0,,residential,0.0,-122.4306733,37.762078100000004,,,,22,10.0,10.0,residential
,77,65309787.0,traffic_signals,,1.0,,tertiary,0.0,-122.4289851,37.7677328,11.0,,,,0.0,0.0,
,78,65309788.0,,,0.0,,tertiary,0.0,-122.4311953,37.7675998,,,,,0.0,0.0,
